#,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored,Stressed,Free,Optimistic,Peaceful,Lonely,Disappointed,Frustrated,Threatened,Before covid,During covid,Bored,Stressed,Excited,Hopeful,Peaceful,Lonely,Vulnerable,Disappointed,Anxious,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Proud,Optimistic,Indifferent,Vulnerable,Disappointed,Hostile,Threatened,Anxious,Free,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,Peaceful,Lonely,Vulnerable,Disappointed,Frustrated,Anxious,Threatened,1 before COVID-19?,2 before COVID-19?,3 before COVID-19?,4 before COVID-19?,5 before COVID-19?,6 before COVID-19?,1 during COVID-19?,2 during COVID-19?,3 during COVID-19?,4 during COVID-19?,5 during COVID-19?,6 during COVID-19?,Main Income,Bored,Stressed,Free,Proud,Optimistic,Lonely,Disappointed,Frustrated,Anxious,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free,Aggresive,Frustrated,Disappointed,Vulnerable,Lonely,Optimistic,enthusiastic,stressed,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
IT,Study,Family,,,,,,2,Bored,,,,Peaceful,,,,Anxious,Daily,Daily,,,Vulnerable,,,,Excited,Stressed,,5,5,5,5,5,5,5,4,5,5,5,5,,,,,Disappointed,Hostile,Threatened,,,,,"Yes, in 2021",,,Optimistic,Peaceful,,,,,,,Physical health,Family,Relationships,Career & Finances,Mental health,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,,,,Lonely,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,4,4,3,3,7,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,Optimistic,Peaceful,,,,,Daily,Daily,,Disappointed,,,,,,,,3,1,4,2,5,2,3,1,3,5,5,2,,,,,Disappointed,,,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Other / I prefer not to answer,Bored,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,2,2,5,3,3,3,5,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,Stressed,,,,,Frustrated,,,Daily,Daily,,Disappointed,,,,,,Stressed,,5,5,5,5,5,5,5,4,5,5,5,5,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Family,Physical health,Mental health,Career & Finances,Spirituality,Relationships,Family,,,,,,Lonely,,Frustrated,Anxious,Yes because I changed my field of study,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,3,3,2,3,5,5,5,5,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,Optimistic,,,,4,4,2,3,3,3,1,1,1,2,2,2,,,,Vulnerable,,,Threatened,,,,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,,Lonely,,,,,,Family,Physical health,Relationships,Mental health,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,,Free,,,,,Frustrated,,Yes because I changed my field of study,,,,,Better Career Prospects,,,,,,,,,,,,,,,,,5,3,3,3,5,5,5,5,8,,Ingegneria e tecnologia,Male,18-20,I've always lived in Milan,White,
IT,Study,,,,Roommates,,,1,,,,,Peaceful,,,,,Weekly,Monthly,,,,,Peaceful,,,,,5,4,4,5,5,5,5,4,4,5,5,5,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,2,2,1,5,4,3,2,10,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,Anxious,Daily,Daily,,,,,Peaceful,,Excited,,Bored,4,4,4,3,2,4,3,4,2,2,1,3,,,Indifferent,,,,,,,,,,"Yes, in 2022",,,Peaceful,Lonely,,Disappointed,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Career & Finances,Physical health,Relationships,Family,Mental health,Spirituality,Family,Bored,,,,,Lonely,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,3,4,4,4,9,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,Pets,,,,,Bored,,,,Peaceful,,,,,Daily,Daily,Anxious,,,,,,,Stressed,Bored,4,3,4,4,4,4,3,2,4,4,4,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Physical health,Relationships,Career & Finances,Mental health,Spirituality,Relationships,Family,Mental health,Career & Finances,Physical health,Spirituality,Family,,,Free,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,5,4,4,8,,Ingegneria e tecnologia,Male,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,4,Bored,,,,,,,,,Daily,Daily,Anxious,,Vulnerable,,,,Excited,,,5,4,4,4,5,5,5,5,4,4,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Job,,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,4,4,4,7,,Architettura e design,Female,24-30,I am Italian,White,
IT,Study,Family,,,,,,2,Bored,Stressed,,,,Lonely,,,,Daily,Daily,,,,,Peaceful,,,,,3,3,3,3,4,4,3,3,3,3,3,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Mental health,Physical health,Career & Finances,Family,Relationships,Spirituality,Family,,,Free,,,,,,,Yes because I changed my field of study,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,2,2,2,2,5,5,5,5,8,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Weekly,,,,,Peaceful,,,,,4,4,4,4,4,5,4,4,4,4,4,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Family,Bored,Stressed,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,5,5,5,5,7,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,Friends,,,,,5,Bored,,,,Peaceful,,,,Anxious,Daily,Daily,Anxious,,,,,,,,Bored,5,5,5,5,5,5,2,2,2,5,5,5,,,,,,Hostile,Threatened,,,No,,,,,,,,,,,,,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Relationships,Physical health,Family,Mental health,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,5,5,5,5,7,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,,Stressed,,,,,,,,Daily,Daily,,,,,Peaceful,,,,,4,3,4,3,4,4,4,2,3,3,4,4,,,,,Disappointed,,Threatened,,,,,"Yes, in 2021",,,,Peaceful,,,,Frustrated,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Family,Bored,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,5,4,5,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,,,,Peaceful,Lonely,,,,Daily,Weekly,Anxious,,Vulnerable,,,,,Stressed,,4,4,4,4,4,4,4,4,4,4,4,4,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,Peaceful,Lonely,,,,,,Relationships,Physical health,Family,Career & Finances,Mental health,Spirituality,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Job,Bored,,Free,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Informatica e scienze dell'informazione,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,Lonely,Peaceful,,,,,5,5,5,4,5,5,4,4,4,4,4,4,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",Stressed,,Peaceful,,,,,,,Family,Career & Finances,Mental health,Relationships,Spirituality,Physical health,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,Bored,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,5,5,4,3,10,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,4,,,,,,,Frustrated,,,Daily,Daily,,,,Lonely,,,,Stressed,,5,5,2,5,4,5,5,5,2,5,4,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Relationships,Family,Physical health,Career & Finances,Mental health,Spirituality,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Scholarship,Bored,,,Proud,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,4,1,2,6,,"Commercio, management, turismo e servizi",Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,Frustrated,,Anxious,Daily,Weekly,,Disappointed,,,Peaceful,,Excited,,,5,3,2,5,5,5,5,1,1,5,4,4,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Physical health,Relationships,Family,Career & Finances,Mental health,Spirituality,Mental health,Relationships,Physical health,Family,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,Yes because I changed my field of study,Change in personal interests,Change in learning modes,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,5,5,4,5,5,5,5,5,1,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,,,Stressed,,Optimistic,Peaceful,,,,,Weekly,Monthly,,Disappointed,Vulnerable,Lonely,,,,,,4,4,4,5,5,5,3,3,2,5,4,4,,,,,Disappointed,Hostile,Threatened,,,,"Yes, in 2020",,,,,,,,,,Anxious,,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Relationships,Family,Career & Finances,Physical health,Mental health,Spirituality,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,5,5,4,4,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,Optimistic,Excited,,,5,4,3,5,5,5,5,3,2,5,4,5,,,,Vulnerable,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Family,Relationships,Physical health,Spirituality,Mental health,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Other / I prefer not to answer,,,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,5,5,4,5,9,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,Optimistic,Peaceful,,,,,Daily,Daily,,,Vulnerable,,,,,,,4,4,4,2,4,5,4,3,3,2,3,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,,,,Optimistic,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,4,3,3,2,5,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,Optimistic,,,,5,4,5,3,3,3,5,3,5,3,2,2,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Ingegneria e tecnologia,Female,24-30,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,Lonely,,,,,,5,5,5,5,5,5,5,3,3,5,5,4,,,,,,,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality,Job,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,5,4,3,5,8,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,Family,,,,,,2,,Stressed,,,Peaceful,Lonely,,,,Daily,Daily,Anxious,,,,,,,,,5,5,5,5,5,5,5,5,5,5,4,5,,,,,Disappointed,,Threatened,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Spirituality,Relationships,Physical health,Mental health,Career & Finances,Family,Relationships,Spirituality,Mental health,Physical health,Career & Finances,Family,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,4,4,2,2,7,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,Stressed,,,,,Frustrated,,,Monthly,Weekly,,,,Lonely,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",Stressed,,,,,,Frustrated,,,Relationships,Physical health,Career & Finances,Mental health,Family,Spirituality,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Family,,Stressed,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,5,3,2,3,7,,Ingegneria e tecnologia,Female,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,2,,,,,Peaceful,,,,,Weekly,Weekly,,,,,Peaceful,Optimistic,,,,4,4,4,4,4,4,4,3,4,4,4,4,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,Bored,,,,Optimistic,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,4,3,3,2,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,Other / I prefer not to answer,
IT,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,Excited,,,5,5,4,4,5,5,4,4,2,4,3,4,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,5,4,4,9,,Ingegneria e tecnologia,Female,18-20,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,,,Excited,,,5,5,5,3,3,5,5,1,3,3,5,4,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Physical health,Relationships,Family,Mental health,Career & Finances,Spirituality,Physical health,Family,Relationships,Mental health,Career & Finances,Spirituality,Other / I prefer not to answer,,Stressed,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,5,4,3,4,8,,Ingegneria e tecnologia,Male,24-30,I am Italian,White,
IT,Study,Family,,,,,,3,,Stressed,,,Peaceful,,Frustrated,,,Daily,Daily,,,,,Peaceful,,,,,3,4,3,4,4,4,2,3,2,4,2,2,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality,Mental health,Relationships,Physical health,Family,Career & Finances,Spirituality,Family,,,Free,,,Lonely,Disappointed,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,5,5,4,4,5,,Informatica e scienze dell'informazione,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,Optimistic,,,,5,4,4,4,5,4,4,2,1,4,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Job,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,4,3,3,2,5,5,5,5,10,,Ingegneria e tecnologia,Male,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,10,,,Free,Optimistic,Peaceful,,,,,Once per year,Daily,,,,,Peaceful,Optimistic,Excited,,,1,1,1,1,1,1,1,1,1,1,1,1,Free,Optimistic,,,,,,,Free,No,,,,,,,,,,,,,Spirituality,Career & Finances,Mental health,Physical health,Family,Relationships,Spirituality,Career & Finances,Physical health,Mental health,Family,Relationships,Other / I prefer not to answer,,,Free,Proud,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,1,5,5,5,10,,Architettura e design,Male,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,,Stressed,,,,Lonely,Frustrated,,,Daily,Daily,,,,,Peaceful,,Excited,,,5,5,5,5,5,5,3,2,3,5,2,5,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,Yes because I changed my field of study,,,Family / Friends / Advisors Influence,,,,,,,,,,,,,,,,,,,5,5,3,1,5,5,4,4,8,,Ingegneria e tecnologia,Female,18-20,I've always lived in Milan,White,
IT,Study,Family,,,,,,4,,,,Optimistic,,,,,,Daily,Daily,Anxious,,,,,,,,,4,2,4,4,4,4,4,1,4,4,4,4,,,,,,,Threatened,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Relationships,Career & Finances,Physical health,Family,Mental health,Spirituality,Physical health,Relationships,Family,Career & Finances,Mental health,Spirituality,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,9,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,1,,Stressed,,,,,,Threatened,Anxious,Daily,Daily,Anxious,,,,Peaceful,,,Stressed,,5,5,4,5,5,5,5,3,3,5,4,5,,,,,Disappointed,Hostile,Threatened,,,No,,,"Yes, in 2022",,,,,,,,,,Career & Finances,Mental health,Physical health,Relationships,Family,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,4,3,2,4,4,3,2,6,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,5,,,,,Peaceful,,,,,Daily,Daily,,,,,,Optimistic,,,,5,3,4,2,5,2,5,1,1,1,4,2,,,Indifferent,,,,,,,,,"Yes, in 2021",,,,Peaceful,,,,,,,Career & Finances,Mental health,Spirituality,Relationships,Family,Physical health,Career & Finances,Spirituality,Mental health,Family,Relationships,Physical health,Family,,,,Proud,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Ingegneria e tecnologia,Male,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,4,,,,,Peaceful,,,,,Daily,Daily,,,,Lonely,,,,,,4,4,3,4,4,4,3,3,2,4,3,4,,,,,,Hostile,,,,,,"Yes, in 2021","Yes, in 2022",,,,Lonely,,,Frustrated,,,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,5,5,5,9,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,Roommates,,,2,,,,,Peaceful,,,,,Daily,Daily,,Disappointed,,,,Optimistic,,Stressed,,4,3,3,5,5,5,4,3,3,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Family,,,,Proud,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5,5,4,5,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,6,,,,,Peaceful,,,,,Daily,Daily,,,Vulnerable,,,,,,,4,4,2,4,2,3,2,3,2,4,3,3,,,,,,Hostile,Threatened,,,,,"Yes, in 2021",,,,Peaceful,,Vulnerable,,,,,Relationships,Physical health,Family,Spirituality,Mental health,Career & Finances,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,5,5,5,5,9,,Ingegneria e tecnologia,Female,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,,,,Optimistic,Peaceful,,Frustrated,,,Daily,Monthly,,Disappointed,Vulnerable,,,,,Stressed,,5,5,5,3,3,4,5,3,4,3,3,5,,,Indifferent,Vulnerable,Disappointed,,,,,,"Yes, in 2020",,,,Optimistic,Peaceful,,,,,,,Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances,Family,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,3,1,3,3,4,4,4,5,5,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,Disappointed,,,,,,,Bored,4,4,4,4,5,5,5,2,1,3,3,2,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Physical health,Mental health,Career & Finances,Relationships,Family,Spirituality,Physical health,Mental health,Career & Finances,Relationships,Family,Spirituality,Job,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,Friends,Pets,,,Alone,,,,,,,,,,,Daily,Daily,,Disappointed,,,Peaceful,,,,Bored,4,4,2,1,3,4,4,2,1,1,3,3,Free,,Indifferent,,,,,,Free,,,"Yes, in 2021","Yes, in 2022",,,,Lonely,,,Frustrated,Anxious,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,2,4,5,4,3,4,7,,Ingegneria e tecnologia,Male,24-30,I am Italian,White,
IT,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,Optimistic,,,Bored,4,4,4,2,4,4,2,2,2,1,2,4,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Family,Relationships,Physical health,Career & Finances,Spirituality,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,3,3,5,5,3,3,10,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,4,4,4,5,2,1,3,3,2,5,1,1,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Family,Bored,,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,5,5,4,4,8,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,Stressed,,,Peaceful,,,,,Daily,Daily,Anxious,,,Lonely,,,,,,5,5,5,4,5,5,3,1,1,3,2,2,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Spirituality,Career & Finances,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,5,5,5,5,8,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,,,,Roommates,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,Anxious,,Vulnerable,,,,,,,4,4,5,5,5,5,4,3,3,5,4,4,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Physical health,Mental health,Relationships,Family,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,4,4,4,5,7,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,Free,,Peaceful,,,,,Daily,Weekly,,,,,Peaceful,Optimistic,,,,5,5,5,3,5,4,5,5,5,3,5,2,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Family,Mental health,Physical health,Relationships,Spirituality,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,5,5,5,4,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,Friends,,,,,6,Bored,Stressed,,,,,,,Anxious,Weekly,Daily,,Disappointed,,Lonely,,,,Stressed,,5,3,4,5,5,5,5,4,5,5,5,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Physical health,Mental health,Family,Spirituality,Career & Finances,Relationships,Physical health,Mental health,Family,Spirituality,Other / I prefer not to answer,,,,,,Lonely,Disappointed,,Anxious,Yes because I changed my field of study,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,4,3,2,2,5,5,3,3,8,,Ingegneria e tecnologia,Male,18-20,I am Italian,Hispanic / Latino,
